"game_str","home_team","away_team","at_bat","play_per_game","inning","top_bottom","pitcher","catcher","first_base","second_base","third_base","shortstop","left_field","center_field","right_field","batter","first_baserunner","second_baserunner","third_baserunner"
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",1,1,1,"top",949,786,547,572,345,993,513,475,492,2761,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",1,2,1,"top",949,786,547,572,345,993,513,475,492,2761,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",1,3,1,"top",949,786,547,572,345,993,513,475,492,2761,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",1,4,1,"top",949,786,547,572,345,993,513,475,492,2761,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",1,5,1,"top",949,786,547,572,345,993,513,475,492,2761,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",1,6,1,"top",949,786,547,572,345,993,513,475,492,2761,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",1,7,1,"top",949,786,547,572,345,993,513,475,492,2761,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",1,8,1,"top",949,786,547,572,345,993,513,475,492,2761,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",2,9,1,"top",949,786,547,572,345,993,513,475,492,2507,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",2,10,1,"top",949,786,547,572,345,993,513,475,492,2507,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",2,11,1,"top",949,786,547,572,345,993,513,475,492,2507,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",2,12,1,"top",949,786,547,572,345,993,513,475,492,2507,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",3,13,1,"top",949,786,547,572,345,993,513,475,492,2253,NA,2507,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",3,14,1,"top",949,786,547,572,345,993,513,475,492,2253,NA,2507,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",3,15,1,"top",949,786,547,572,345,993,513,475,492,2253,NA,2507,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",3,16,1,"top",949,786,547,572,345,993,513,475,492,2253,NA,2507,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",3,17,1,"top",949,786,547,572,345,993,513,475,492,2253,NA,2507,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",4,18,1,"top",949,786,547,572,345,993,513,475,492,9372,2253,2507,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",5,19,1,"bottom",4659,6149,9372,2253,4905,2761,2507,5007,7623,345,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",5,20,1,"bottom",4659,6149,9372,2253,4905,2761,2507,5007,7623,345,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",5,21,1,"bottom",4659,6149,9372,2253,4905,2761,2507,5007,7623,345,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",5,22,1,"bottom",4659,6149,9372,2253,4905,2761,2507,5007,7623,345,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",6,23,1,"bottom",4659,6149,9372,2253,4905,2761,2507,5007,7623,993,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",6,24,1,"bottom",4659,6149,9372,2253,4905,2761,2507,5007,7623,993,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",7,25,1,"bottom",4659,6149,9372,2253,4905,2761,2507,5007,7623,572,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",7,26,1,"bottom",4659,6149,9372,2253,4905,2761,2507,5007,7623,572,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",8,27,2,"top",433,786,547,572,345,993,513,475,492,9333,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",8,28,2,"top",433,786,547,572,345,993,513,475,492,9333,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",9,29,2,"top",433,786,547,572,345,993,513,475,492,5007,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",9,30,2,"top",433,786,547,572,345,993,513,475,492,5007,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",10,31,2,"top",433,786,547,572,345,993,513,475,492,4905,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",10,32,2,"top",433,786,547,572,345,993,513,475,492,4905,NA,NA,NA
"1884_128_Vis3AU_Home3A","Home3A","Vis3AU",10,33,2,"top",433,786,547,572,345,993,513,475,492,4905,NA,NA,NA
