"game_str","home_team","away_team","at_bat","play_per_game","inning","top_bottom","pitcher","catcher","first_base","second_base","third_base","shortstop","left_field","center_field","right_field","batter","first_baserunner","second_baserunner","third_baserunner"
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",1,1,1,"top",741,598,877,753,423,630,963,435,537,7705,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",1,2,1,"top",741,598,877,753,423,630,963,435,537,7705,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",1,3,1,"top",741,598,877,753,423,630,963,435,537,7705,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",1,4,1,"top",741,598,877,753,423,630,963,435,537,7705,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",2,5,1,"top",741,598,877,753,423,630,963,435,537,3270,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",2,6,1,"top",741,598,877,753,423,630,963,435,537,3270,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",2,7,1,"top",741,598,877,753,423,630,963,435,537,3270,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",3,8,1,"top",741,598,877,753,423,630,963,435,537,3922,3270,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",3,9,1,"top",741,598,877,753,423,630,963,435,537,3922,3270,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",3,10,1,"top",741,598,877,753,423,630,963,435,537,3922,3270,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",3,11,1,"top",741,598,877,753,423,630,963,435,537,3922,3270,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",3,12,1,"top",741,598,877,753,423,630,963,435,537,3922,3270,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",3,13,1,"top",741,598,877,753,423,630,963,435,537,3922,3270,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",3,14,1,"top",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",4,15,1,"top",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",4,16,1,"top",741,598,877,753,423,630,963,435,537,2063,3270,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",4,17,1,"top",741,598,877,753,423,630,963,435,537,2063,3270,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",4,18,1,"top",741,598,877,753,423,630,963,435,537,2063,3270,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",4,19,1,"top",741,598,877,753,423,630,963,435,537,2063,3270,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",5,20,1,"top",741,598,877,753,423,630,963,435,537,3558,2063,3270,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",5,21,1,"top",741,598,877,753,423,630,963,435,537,3558,2063,3270,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",6,22,1,"top",741,598,877,753,423,630,963,435,537,7440,3558,NA,2063
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",6,23,1,"top",741,598,877,753,423,630,963,435,537,7440,3558,NA,2063
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",6,24,1,"top",741,598,877,753,423,630,963,435,537,7440,3558,NA,2063
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",6,25,1,"top",741,598,877,753,423,630,963,435,537,7440,3558,NA,2063
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",6,26,1,"top",741,598,877,753,423,630,963,435,537,7440,3558,NA,2063
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",7,27,1,"top",741,598,877,753,423,630,963,435,537,4126,7440,3558,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",8,28,1,"bottom",2629,7440,3558,3270,2063,9853,6153,7705,4126,753,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",8,29,1,"bottom",2629,7440,3558,3270,2063,9853,6153,7705,4126,753,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",8,30,1,"bottom",2629,7440,3558,3270,2063,9853,6153,7705,4126,753,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",8,31,1,"bottom",2629,7440,3558,3270,2063,9853,6153,7705,4126,753,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",8,32,1,"bottom",2629,7440,3558,3270,2063,9853,6153,7705,4126,753,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",9,33,1,"bottom",2629,7440,3558,3270,2063,9853,6153,7705,4126,630,NA,753,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",9,34,1,"bottom",2629,7440,3558,3270,2063,9853,6153,7705,4126,630,NA,753,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",9,35,1,"bottom",2629,7440,3558,3270,2063,9853,6153,7705,4126,630,NA,753,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",9,36,1,"bottom",2629,7440,3558,3270,2063,9853,6153,7705,4126,630,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",10,37,1,"bottom",2629,7440,3558,3270,2063,9853,6153,7705,4126,639,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",10,38,1,"bottom",2629,7440,3558,3270,2063,9853,6153,7705,4126,639,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",11,39,2,"top",741,598,877,753,423,630,963,435,537,6153,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",11,40,2,"top",741,598,877,753,423,630,963,435,537,6153,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",11,41,2,"top",741,598,877,753,423,630,963,435,537,6153,NA,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",12,42,2,"top",741,598,877,753,423,630,963,435,537,9853,6153,NA,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",13,43,2,"top",741,598,877,753,423,630,963,435,537,7705,9853,6153,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",13,44,2,"top",741,598,877,753,423,630,963,435,537,7705,9853,6153,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",13,45,2,"top",741,598,877,753,423,630,963,435,537,7705,9853,6153,NA
"1884_032_Vis1AN_Home1A","Home1A","Vis1AN",13,46,2,"top",741,598,877,753,423,630,963,435,537,7705,9853,6153,NA
