distance,time,angle,catch
220.2646428024707,5450,51.014381748519554,0
241.90329704913262,250,214.43976536995876,0
258.54636209270086,100,67.7744638656725,0
260.77993790890054,2000,304.17541288579,0
201.71202360724558,1150,230.11256451265186,0
229.48175897017694,300,91.67044536019284,0
227.18415854500066,900,231.01032693903298,0
77.3488849939028,5100,333.94805484285,1
116.90867103940582,4257,136.37435923631728,0
236.0559932333428,2250,215.0336823790121,0
95.55522343885758,6200,86.15821285397993,0
162.0983659834361,4200,87.6826747946634,0
198.1369786696567,1000,146.1844205842523,0
121.40512337018566,1450,49.667818342999766,0
91.7203664038146,6100,146.37250991945655,1
17.505756849962243,4450,357.9757212817637,1
119.82289271705343,2850,349.03454120210796,0
144.55944048902512,1500,306.7572571307758,0
257.53459191783327,250,78.26993054758037,0
227.94607079820437,1300,57.21893038353704,0
80.42691391878718,3600,258.01373313619524,0
88.77099458111307,6150,268.7258746503101,0
129.51999371757103,1550,189.10954329466574,0
182.2157094032235,2450,141.64296511554755,0
169.64111788658434,2550,152.70970114351553,0
179.93255214054514,4800,343.13842034607893,0
280.9356306416116,3700,158.8347779266043,0
192.25333114006116,2650,331.5852132705227,0
196.49010299373862,5000,284.4469601478605,0
91.83329079500528,6200,265.0788948593996,1
101.62880395581755,1650,84.92555757744452,0
231.41604957783287,3350,153.416043634317,0
126.50785459018306,5850,249.2393577112208,0
278.69251842495805,200,78.6953345150352,0
83.09595547052818,5300,166.3481241066289,1
167.0378897505066,1400,206.528154887627,0
145.01692965833334,3450,205.52245330418828,0
95.23500272924866,2450,298.06741838428485,0
183.83891315891202,4350,214.8086067342792,0
113.03442158339028,1900,89.46429653941843,0
102.18941920649124,5610,38.4173417047114,0
156.3244581222657,1683,316.4672899651209,0
34.957562243990964,4950,100.01044933693537,1
86.39260417981393,4983,297.2690581200877,1
224.08518777619486,429,101.24840048297062,0
37.2629040921397,6700,276.1197801012704,1
142.19545469441033,1650,344.0690734889685,0
157.89559857136612,6250,245.6573143271536,0
243.8177148022678,1400,272.1031566218569,0
204.06776346706502,850,212.2895489693782,0
202.03829730763917,950,247.06901094243008,0
199.82324701988506,2850,55.28432418757246,0
179.5459560997139,4950,320.6886607218476,0
136.7314331849118,1200,189.1186655870017,0
137.30836769974715,2500,293.50809715582346,0
89.55532968461453,1750,223.6207916050516,0
173.59046994996586,2150,20.37999607881946,0
102.57888221968498,3650,234.71111373744145,0
50.13833748440408,4900,169.2323087237121,1
192.8005424262764,900,26.607625151460297,0
252.11886590230216,400,338.5604750302562,0
285.63960365070176,150,72.18146611524845,0
156.44350861000913,3350,180.099682103646,0
146.77666246028355,2200,108.60842007490204,0
155.25340394326304,1700,154.59172413630876,0
224.65546098977876,700,136.48978602345252,0
186.7915193751847,700,111.09493279030988,0
238.53810293688932,5150,229.0962840331032,0
40.093200512929855,4800,28.023606390737722,1
127.23623065750571,4150,7.787456794584045,0
259.37003897632434,2300,25.107234765814365,0
232.09946684165394,2750,24.387093362143876,0
79.56977325322724,5800,334.2424209377292,1
248.8552425583395,2300,300.5432169540035,0
67.48671894009959,3900,59.18839462511779,1
324.8348365268879,5050,319.73788031764474,0
96.72892117355595,2800,41.939356794457595,0
145.07046253638265,6300,51.75344155278015,0
126.14004033056116,2400,30.74439078635919,0
237.06055476439457,450,195.20763796761457,0
249.31946336387378,850,330.90628980651417,0
166.36848622828185,6200,33.06921704698556,0
37.92593437346009,6850,303.2796941488102,1
214.82291740255366,450,128.56835048137236,0
163.42490500336845,1750,220.25721922096795,0
58.65909968666413,5150,166.68891271517077,1
98.84589421033125,5750,117.13121449821944,0
270.64216908739485,6450,143.44603045568866,0
16.858132471302994,3234,134.19494228150887,1
192.53357635155487,1881,218.18995009882207,0
51.10162911542058,5346,1.3749439807204453,1
74.80625893366143,5907,28.35737168808896,1
51.24736767581335,3003,222.81050304569152,0
57.153760455809014,4257,143.24263198559225,1
274.72960290951534,2574,326.2504124243525,0
102.72589935206216,6699,105.44653556024791,1
278.4236857268074,99,75.06184806210624,0
187.8275821277751,1155,78.7945156535061,0
177.77844761573323,3993,115.30636130992869,0
219.37083087327812,650,330.0217163927551,0
94.97591590398065,4700,201.2399775095561,0
227.7675170976977,5150,358.4902587219773,0
126.921999628473,2400,262.91332647595084,0
100.91251398260773,5200,342.4904087956693,0
257.4086829559951,100,76.79325007056153,0
148.83565641367662,3250,76.81321531363321,0
190.46779306573066,2600,304.7894623090199,0
326.4885359978203,4650,215.64229274883493,0
29.250725544847594,3100,3.46215640816812,1
199.4311363057434,4750,52.315505497590635,0
157.4649476011725,2350,312.2654514264139,0
84.45965200171028,3100,332.23959472820707,0
42.95720979626122,2000,259.37383062020103,0
71.65811102227018,2300,342.0673008828661,0
133.90386328318127,5100,11.858982183633424,0
29.09515822349141,2400,268.65890858748185,0
204.08438066312178,4000,282.96239770215874,0
148.96627185108042,4250,21.66095097198005,0
229.34646532368905,660,308.6236617958215,0
172.32421158319573,3201,25.143701894071242,0
261.2889858263643,1900,1.7421083784055895,0
281.40382979984474,5350,19.45968773534511,0
129.86943342946407,1250,52.321721666044944,0
26.716869443293675,5850,4.375201386264731,1
185.93878381136628,2150,21.126613281849842,0
50.54907248407235,5850,37.20065629721363,1
178.13286638663848,5150,72.03726662387909,0
71.07096383305914,2100,353.5089149131873,0
186.57436218368804,1850,14.58202631676502,0
289.30617001863266,5500,13.421887939411226,0
155.6879808031436,1550,99.39565992842157,0
141.91420756091514,1650,257.5811613953569,0
192.71146468606898,1050,290.03395938066916,0
89.25875461785246,2050,212.32320152900445,0
75.05512366414435,2750,122.80271266702368,0
207.30081311649505,2450,8.181217938781337,0
187.25527417138346,6600,41.73606223996721,0
114.95764098946402,2400,185.85743950108298,0
248.7637691329869,4000,225.9493947588735,0
253.46740445033686,200,155.65423703315682,0
174.0873264126082,4950,215.9549231679237,0
62.14219702947424,3950,111.13299657669096,1
169.24722250920397,2850,138.66069639177934,0
256.96426791997754,5800,196.2249366792925,0
209.01541488464431,5050,174.6557247427587,0
98.8838148073283,3400,74.06247820816264,0
254.2795217205861,2300,211.4892360847675,0
229.05807790531662,650,3.0720380748135483,0
287.86283894217746,6550,209.4072608989989,0
79.0968698989414,4900,242.70028193912805,1
110.37981127348425,3300,38.233560565384984,0
135.3870873991076,1450,43.638212693087745,0
191.81250033947214,1550,247.8874287018588,0
105.68577946710711,3450,172.25625907312747,0
76.01296809268798,5700,30.253705246954116,0
105.34136426575269,5650,88.6616503214484,1
24.56972561651938,3550,319.5301406781212,1
68.1899208850905,4950,34.477767708130955,1
50.91047632511406,5700,266.96146466135605,1
198.48910243449137,2650,126.35001723068882,0
149.88752754415557,4250,263.22186821242417,0
87.0098244044315,4750,20.606038497239446,0
227.22200147192373,500,146.2972386659228,0
202.03168005068437,5600,5.262938119217864,0
164.35804378912187,4900,226.2206003710245,0
74.0333066938118,2150,179.03308867991214,0
139.06174525982192,3000,46.446485552144495,0
177.9284999117342,6200,291.8434529101378,0
119.27923469798255,1850,223.10231311125742,0
208.8364834137225,4100,71.25684416434862,0
65.20302796465819,4950,311.02727746705506,1
264.184617145151,2850,13.26391889992643,0
248.59316373919478,350,337.2257021996837,0
201.9757346608993,550,145.19777862814146,0
248.14104799960043,1900,291.4568555564902,0
241.94431757431295,3432,231.50930184653024,0
187.1511177957535,4950,271.6170046127315,0
115.90208285493621,3267,162.23939542941707,0
190.95930629285917,957,74.655679857602,0
229.9961862880774,3366,285.3118494901892,0
62.57534970785222,4455,203.54325090981817,1
210.45587591704347,5511,172.77927222187427,0
36.33911337223294,5346,213.64224970128436,1
20.309900295176227,2772,41.62049378476513,1
47.34077789855169,4290,288.54706948308865,1
95.16256084243426,1950,302.10220297092684,0
41.03188408457501,3750,314.201191793555,1
192.08091351763716,2250,299.11138840611574,0
183.86698984760696,3500,309.20317792868434,0
275.7260874553766,50,99.83384467778396,0
233.59220734990282,6700,335.90255718255554,0
111.89227242013855,3250,359.9268507137685,0
95.5508706082786,1600,158.23993023673842,0
32.638668746289284,5500,34.775834047629594,1
203.01630960417933,3900,349.1422804404683,0
94.63662491234562,6550,305.3172736268368,0
256.5843868216983,350,259.08899151387766,0
177.0956720077021,1550,234.64539802516958,0
113.70046297465109,2000,276.9092525903777,0
132.7919113500653,3350,4.438182413684002,0
115.52003465668803,3050,24.224847545860193,0
119.47892129877178,2400,355.40944461978927,0
88.49286074526013,4800,42.51228588666896,0
277.0661553765093,100,110.24783734602565,0
94.89462633139401,3150,25.670098959144187,0
236.21389928996555,4300,35.699774893010904,0
48.74260016453779,2950,334.9499190676211,0
181.55562148016787,3700,51.06945645931727,0
271.5564611649113,4850,322.45426561488944,0
70.65474064095062,2300,22.755449474763935,0
193.06996606960908,2650,2.818610410722197,0
134.29090683997035,1850,333.10917516053934,0
110.69020659159509,1350,97.62644789131036,0
243.69279355717518,1800,271.86594523738495,0
256.5258929593083,200,186.031542286966,0
104.50127592044034,5550,53.61174567830602,0
266.59649284579257,150,154.59223815956443,0
243.48372879187824,400,121.37323189253311,0
279.3915670259394,2700,329.3884063001207,0
43.31793298081061,5200,241.61072273605242,1
272.30693330866546,100,130.6387106262985,0
91.94506333468917,2850,17.977798043008136,0
100.75446852249283,3150,353.9921457689202,0
39.51032877539746,3450,7.4437315837865565,1
213.32374061341602,2800,294.19109438812376,0
50.15084371782791,5950,248.20113330100367,1
96.41238485967453,2150,212.92722648367732,0
45.93549703682326,2900,104.8039185196204,1
247.819335727904,450,18.845853035104938,0
263.75898767685624,3650,311.12145434885065,0
50.719127832899474,3350,101.6046028988709,1
200.2426425958517,5750,52.594271700908486,0
171.30748618563058,6000,258.5560473344941,0
239.62011867484352,400,231.09786990128327,0
102.7109053654966,1550,101.91104744371043,0
51.65097156820964,5450,276.0726960421603,1
161.3821541318584,4000,214.24732649365922,0
166.22523069389916,4650,17.91289074881961,0
62.98570360788229,4750,147.1800111047248,1
198.40535502939431,2050,326.7539256318794,0
208.9084513731343,700,18.873224693413704,0
119.33493244216214,2200,345.73715779785215,0
152.6089674259347,5450,358.13600030723217,0
241.05141834523604,2650,328.52740683188216,0
251.24259757453552,3450,332.8678727202579,0
112.68531556511701,1250,297.13478813529935,0
139.19519852484135,3700,101.54771768745735,0
234.2076461208088,6000,183.8885484553887,0
233.7648834478326,400,162.24625359053175,0
275.16965732507646,100,52.567338841521035,0
138.61862886685034,2300,182.2979584696743,0
18.67004985960133,5350,137.40893124814454,1
140.79328150437436,1300,184.14806321040913,0
134.64057516012176,5950,302.84953244870354,0
93.26741776660272,6000,19.844936947419058,1
152.13187281997682,3500,286.13261162892593,0
128.06832176131613,7250,153.46680323208497,1
216.8426110229491,4000,249.95697345273305,0
243.32063157030066,2550,165.64941126114985,0
177.21780482685705,3550,250.76164675650364,0
38.22336192670655,3300,260.5873952649806,1
108.8794013491721,3850,186.16431808241552,0
156.85457963434445,3350,281.949330184873,0
264.7245528819154,50,85.36086673884276,0
23.432673314199544,5250,40.604060741901776,1
315.81033594197004,4450,253.612992484394,0
226.59202350805202,500,209.99879966069034,0
152.2397255018873,6250,167.59522181625223,0
212.56077019311442,6600,242.76951402242483,0
197.5858195772156,1650,298.693359548612,0
149.50104563775633,6250,71.72222168616058,0
73.35095834772713,5700,199.20153257860613,0
89.64766164898,5100,192.6842610771417,0
161.33237939440428,5550,191.86637495437768,0
35.77574654566973,5400,234.38563722929024,1
143.57822031307396,6350,209.07569350897387,0
232.08530888447035,3150,182.6067637038126,0
195.63220415557862,5800,225.5149680098977,0
180.95762980822775,950,186.50461404510156,0
264.5488319539514,7000,257.1350008645204,0
71.91557583013572,4000,140.74506863361344,1
179.33975395817848,5300,166.8142607194157,0
188.57847473890016,6950,255.5391998410904,0
161.9233038642505,6350,263.55131370628385,0
64.22038250252018,4950,88.07771612276281,1
90.24925422628155,5150,192.4148410699999,0
333.07922294440704,4750,28.37910284800542,0
156.95380437803365,4400,354.9541955446893,0
236.1403090681894,3050,309.3916943505693,0
217.22044786787455,4950,63.24353582052264,0
62.04425632667379,3450,15.7537652452524,0
233.39000403832637,2500,320.32668744478747,0
118.04883879919741,1750,346.0395048842689,0
69.83678839651776,3050,59.073238034687506,0
52.72532152391296,5250,286.54150058921573,1
146.50808745530605,3900,1.0537538550444125,0
157.48796762181547,4600,330.8548494143839,0
231.96502583115844,4150,230.61561424313268,0
152.52150049596287,2350,47.375609205698765,0
78.62420251919889,2650,274.4844592182788,0
128.08350638126677,6100,226.59711184058102,0
225.07816408245824,6700,238.49905771753797,0
293.1850490773532,5950,240.25657898644894,0
167.94671045466893,4200,141.14508592638936,0
216.49921431691158,1200,258.76856718189475,0
63.39993919689513,5400,9.22232099717155,1
190.84998637782923,700,287.37671743422425,0
111.20310301179595,5650,196.4312371309069,0
144.39101711827504,1500,10.256403195268433,0
77.05947706246131,3950,308.1368907391252,0
3.5618821990627327,4000,148.33824769315515,1
237.8039781494414,2400,243.5977883696306,0
223.2517117035836,2650,158.22927481286797,0
50.20425802827884,5300,269.9225036987507,1
230.9808453625971,5049,141.71462854893608,0
130.39369550286395,4422,281.9128811037476,0
107.235458384249,1683,168.5807443677695,0
199.8500571911352,3003,199.50762981978977,0
262.0808491153295,132,96.60300685470702,0
282.4651679945334,6402,277.74922847934823,0
30.183756292582288,2937,283.4154433718003,1
274.32028635057236,2607,44.945304181712686,0
313.563771708659,5181,206.45601034545675,0
204.35555836717532,2475,66.90447843432156,0
141.595558397508,3993,255.52559293476588,0
219.21896835493044,3564,163.9414264586077,0
35.68715734714661,2508,188.46494547781913,1
