distance,time,angle,catch
107.78651901791291,1800,210.6239955666482,0
238.1172730717316,450,90.60766829842893,0
157.43545225179875,2200,248.16836657927922,0
274.754551254464,150,18.708341731500724,0
268.360120485745,300,309.69452527268174,0
180.36967677683518,800,83.22198684878009,0
217.21881505765103,3750,229.70248054809426,0
215.09540788822062,550,109.35824037578602,0
274.7481298772569,4250,274.99212688059185,0
79.84208751610896,4950,253.72200907835318,1
55.147549511197695,4350,151.31330034026365,1
224.149203587365,3300,333.4040532201648,0
253.54114463329222,4850,289.52201270477934,0
200.07075184114242,5800,272.6941402378831,0
293.5845075803559,50,342.4307875879316,0
324.59598986718856,3850,233.26243568650705,0
159.78926159372818,4150,240.91809207255332,0
274.2442051552229,4850,242.05349022500997,0
169.69607363446096,4400,64.17983508224177,0
101.27962015983275,6100,348.9513161110321,0
221.38894978948247,2150,144.5597438565992,0
290.74962149399266,50,185.2211226912794,0
93.33777607190991,1600,113.16288077171362,0
202.01938432034189,3000,76.71730111652192,0
276.38791526436177,100,308.3687801016372,0
74.37066664142523,2800,187.3593708762935,0
121.75809183371594,5450,224.8158376563986,0
288.64771753166525,50,29.231752983124863,0
193.72438795489842,5100,250.66657938453332,0
191.23570460004484,6100,339.3025129935794,0
