"game_str","play_id","at_bat","play_per_game","timestamp","player_position","event_code"
"1884_014_Vis2AG_Home2A",1,1,1,25785,1,1
"1884_014_Vis2AG_Home2A",1,1,1,26235,0,5
"1884_014_Vis2AG_Home2A",1,1,1,26235,2,2
"1884_014_Vis2AG_Home2A",2,1,2,36485,1,1
"1884_014_Vis2AG_Home2A",2,1,2,36935,10,4
"1884_014_Vis2AG_Home2A",2,1,2,41035,7,9
"1884_014_Vis2AG_Home2A",2,1,2,43935,7,2
"1884_014_Vis2AG_Home2A",2,1,2,44885,7,3
"1884_014_Vis2AG_Home2A",2,1,2,46985,255,16
"1884_014_Vis2AG_Home2A",2,1,2,48035,255,16
"1884_014_Vis2AG_Home2A",2,1,2,48535,255,16
"1884_014_Vis2AG_Home2A",2,1,2,49035,5,2
"1884_014_Vis2AG_Home2A",2,1,2,49385,0,5
"1884_014_Vis2AG_Home2A",3,2,3,88985,1,1
"1884_014_Vis2AG_Home2A",3,2,3,89385,10,4
"1884_014_Vis2AG_Home2A",3,2,3,89535,0,5
"1884_014_Vis2AG_Home2A",4,2,4,112985,1,1
"1884_014_Vis2AG_Home2A",4,2,4,113435,0,5
"1884_014_Vis2AG_Home2A",4,2,4,113435,2,2
"1884_014_Vis2AG_Home2A",5,2,5,135985,1,1
"1884_014_Vis2AG_Home2A",5,2,5,136385,10,4
"1884_014_Vis2AG_Home2A",5,2,5,136485,255,16
"1884_014_Vis2AG_Home2A",5,2,5,137985,255,16
"1884_014_Vis2AG_Home2A",5,2,5,138535,5,2
"1884_014_Vis2AG_Home2A",5,2,5,139835,5,3
"1884_014_Vis2AG_Home2A",5,2,5,140785,3,9
"1884_014_Vis2AG_Home2A",5,2,5,141285,255,16
"1884_014_Vis2AG_Home2A",5,2,5,146135,0,5
"1884_014_Vis2AG_Home2A",5,2,5,146135,3,2
"1884_014_Vis2AG_Home2A",6,3,6,182035,1,1
"1884_014_Vis2AG_Home2A",6,3,6,182485,2,2
"1884_014_Vis2AG_Home2A",6,3,6,182485,0,5
"1884_014_Vis2AG_Home2A",7,3,7,198535,1,1
"1884_014_Vis2AG_Home2A",7,3,7,198985,10,4
"1884_014_Vis2AG_Home2A",7,3,7,205185,8,2
"1884_014_Vis2AG_Home2A",7,3,7,206035,8,3
"1884_014_Vis2AG_Home2A",7,3,7,208035,6,2
"1884_014_Vis2AG_Home2A",7,3,7,208335,0,5
"1884_014_Vis2AG_Home2A",8,4,8,236285,1,1
"1884_014_Vis2AG_Home2A",8,4,8,236685,10,4
"1884_014_Vis2AG_Home2A",8,4,8,236985,0,5
"1884_014_Vis2AG_Home2A",9,4,9,262135,1,1
"1884_014_Vis2AG_Home2A",9,4,9,262535,10,4
"1884_014_Vis2AG_Home2A",9,4,9,262785,0,5
"1884_014_Vis2AG_Home2A",10,4,10,284685,1,1
