"game_str","play_id","timestamp","ball_position_x","ball_position_y","ball_position_z"
"1884_135_Vis1BC_Home1A",1,45068,-0.495978,53.5791,5.88093
"1884_135_Vis1BC_Home1A",1,45118,-0.2339073,47.0391,5.42547
"1884_135_Vis1BC_Home1A",1,45168,0.0188427,40.5642,4.94163
"1884_135_Vis1BC_Home1A",1,45218,0.2622738,34.1547,4.42935
"1884_135_Vis1BC_Home1A",1,45268,0.496386,27.81,3.88869
"1884_135_Vis1BC_Home1A",1,45318,0.721179,21.53055,3.31959
"1884_135_Vis1BC_Home1A",1,45368,0.936654,15.31626,2.722068
"1884_135_Vis1BC_Home1A",1,45418,1.142808,9.16713,2.096139
"1884_135_Vis1BC_Home1A",1,45468,1.339644,3.08313,1.441794
"1884_135_Vis1BC_Home1A",1,45518,1.527162,-2.935698,0.759036
"1884_135_Vis1BC_Home1A",2,55718,-0.351708,52.0287,5.73135
"1884_135_Vis1BC_Home1A",2,55768,-0.1668081,45.5925,5.50089
"1884_135_Vis1BC_Home1A",2,55818,0.01328799,39.213,5.229
"1884_135_Vis1BC_Home1A",2,55868,0.1885773,32.8899,4.91574
"1884_135_Vis1BC_Home1A",2,55918,0.359061,26.62341,4.56105
"1884_135_Vis1BC_Home1A",2,55968,0.524739,20.41338,4.16496
"1884_135_Vis1BC_Home1A",2,56018,0.685611,14.2599,3.72747
"1884_135_Vis1BC_Home1A",2,56068,0.841677,8.16288,3.24858
"1884_135_Vis1BC_Home1A",2,56118,0.992937,2.122407,2.728266
"1884_135_Vis1BC_Home1A",2,56168,1.139391,-3.86154,2.166552
"1884_135_Vis1BC_Home1A",3,66918,-0.388188,57.1143,6.00255
"1884_135_Vis1BC_Home1A",3,66968,-0.328302,50.5656,5.80281
"1884_135_Vis1BC_Home1A",3,67018,-0.2820207,44.0925,5.58063
"1884_135_Vis1BC_Home1A",3,67068,-0.2493411,37.6953,5.33598
"1884_135_Vis1BC_Home1A",3,67118,-0.2302641,31.374,5.06886
"1884_135_Vis1BC_Home1A",3,67168,-0.2247894,25.12827,4.7793
"1884_135_Vis1BC_Home1A",3,67218,-0.232917,18.95844,4.46724
"1884_135_Vis1BC_Home1A",3,67268,-0.2546472,12.86439,4.13277
"1884_135_Vis1BC_Home1A",3,67318,-0.28998,6.84609,3.7758
"1884_135_Vis1BC_Home1A",3,67368,-0.338916,0.903603,3.39636
"1884_135_Vis1BC_Home1A",3,67418,-0.401451,-4.96308,2.994492
"1884_135_Vis1BC_Home1A",4,83768,-0.1960449,58.2321,6.19011
"1884_135_Vis1BC_Home1A",4,83818,-0.255348,51.6309,5.9547
"1884_135_Vis1BC_Home1A",4,83868,-0.303336,45.0978,5.69979
"1884_135_Vis1BC_Home1A",4,83918,-0.340011,38.6331,5.42544
"1884_135_Vis1BC_Home1A",4,83968,-0.365373,32.2362,5.13159
"1884_135_Vis1BC_Home1A",4,84018,-0.379419,25.90746,4.81827
"1884_135_Vis1BC_Home1A",4,84068,-0.382152,19.64679,4.48548
"1884_135_Vis1BC_Home1A",4,84118,-0.373569,13.45428,4.13319
"1884_135_Vis1BC_Home1A",4,84168,-0.353673,7.3299,3.76146
"1884_135_Vis1BC_Home1A",4,84218,-0.322464,1.27359,3.37023
"1884_135_Vis1BC_Home1A",5,100768,-0.851724,51.8616,5.89911
"1884_135_Vis1BC_Home1A",5,100818,-0.557109,46.0197,5.75775
"1884_135_Vis1BC_Home1A",5,100868,-0.2693817,40.1919,5.56323
"1884_135_Vis1BC_Home1A",5,100918,0.01145562,34.3782,5.31558
"1884_135_Vis1BC_Home1A",5,100968,0.2854044,28.57881,5.01474
