"game_str","play_id","at_bat","play_per_game","timestamp","player_position","event_code"
"1884_134_Vis4BD_Home4A",1,1,1,51308,1,1
"1884_134_Vis4BD_Home4A",1,1,1,51758,10,4
"1884_134_Vis4BD_Home4A",1,1,1,51958,0,5
"1884_134_Vis4BD_Home4A",2,1,2,84808,1,1
"1884_134_Vis4BD_Home4A",2,1,2,85308,0,5
"1884_134_Vis4BD_Home4A",2,1,2,85308,2,2
"1884_134_Vis4BD_Home4A",3,1,3,100708,1,1
"1884_134_Vis4BD_Home4A",3,1,3,101158,2,2
"1884_134_Vis4BD_Home4A",3,1,3,101158,0,5
"1884_134_Vis4BD_Home4A",4,1,4,116508,1,1
"1884_134_Vis4BD_Home4A",4,1,4,116908,10,4
"1884_134_Vis4BD_Home4A",4,1,4,118558,255,16
"1884_134_Vis4BD_Home4A",4,1,4,119208,255,16
"1884_134_Vis4BD_Home4A",4,1,4,119808,255,16
"1884_134_Vis4BD_Home4A",4,1,4,120008,7,2
"1884_134_Vis4BD_Home4A",4,1,4,121308,7,3
"1884_134_Vis4BD_Home4A",4,1,4,123108,6,2
"1884_134_Vis4BD_Home4A",4,1,4,123358,0,5
"1884_134_Vis4BD_Home4A",5,2,5,154508,1,1
"1884_134_Vis4BD_Home4A",5,2,5,154908,10,4
"1884_134_Vis4BD_Home4A",5,2,5,155008,0,5
"1884_134_Vis4BD_Home4A",6,2,6,182408,1,1
"1884_134_Vis4BD_Home4A",6,2,6,182958,0,5
"1884_134_Vis4BD_Home4A",6,2,6,182958,2,2
"1884_134_Vis4BD_Home4A",7,2,7,205308,1,1
"1884_134_Vis4BD_Home4A",7,2,7,205758,2,2
"1884_134_Vis4BD_Home4A",7,2,7,205758,0,5
"1884_134_Vis4BD_Home4A",8,2,8,226858,1,1
"1884_134_Vis4BD_Home4A",8,2,8,227358,2,2
"1884_134_Vis4BD_Home4A",8,2,8,227358,0,5
"1884_134_Vis4BD_Home4A",9,3,9,260958,1,1
"1884_134_Vis4BD_Home4A",9,3,9,261458,0,5
"1884_134_Vis4BD_Home4A",9,3,9,261458,2,2
"1884_134_Vis4BD_Home4A",10,3,10,283658,1,6
"1884_134_Vis4BD_Home4A",10,3,10,284308,3,2
"1884_134_Vis4BD_Home4A",10,3,10,284658,0,5
"1884_134_Vis4BD_Home4A",11,3,11,304808,1,1
"1884_134_Vis4BD_Home4A",11,3,11,305258,2,2
"1884_134_Vis4BD_Home4A",11,3,11,305258,0,5
"1884_134_Vis4BD_Home4A",12,3,12,327758,1,1
"1884_134_Vis4BD_Home4A",12,3,12,328258,0,5
"1884_134_Vis4BD_Home4A",12,3,12,328258,2,2
"1884_134_Vis4BD_Home4A",13,3,13,354308,1,1
"1884_134_Vis4BD_Home4A",13,3,13,354808,0,5
"1884_134_Vis4BD_Home4A",13,3,13,354808,2,2
"1884_134_Vis4BD_Home4A",14,3,14,380958,1,1
"1884_134_Vis4BD_Home4A",14,3,14,381508,2,2
"1884_134_Vis4BD_Home4A",14,3,14,382358,2,3
"1884_134_Vis4BD_Home4A",14,3,14,383508,255,16
"1884_134_Vis4BD_Home4A",14,3,14,383708,6,2
"1884_134_Vis4BD_Home4A",14,3,14,384208,0,5
"1884_134_Vis4BD_Home4A",15,3,15,418858,1,1
"1884_134_Vis4BD_Home4A",15,3,15,419358,0,5
"1884_134_Vis4BD_Home4A",15,3,15,419358,2,2
"1884_134_Vis4BD_Home4A",16,4,16,459208,1,1
"1884_134_Vis4BD_Home4A",16,4,16,459658,2,2
"1884_134_Vis4BD_Home4A",16,4,16,459658,0,5
