"game_str","play_id","timestamp","ball_position_x","ball_position_y","ball_position_z"
"1884_035_Vis1AO_Home1A",1,33683,1.386378,51.5481,5.65185
"1884_035_Vis1AO_Home1A",1,33733,1.058151,44.9922,5.28981
"1884_035_Vis1AO_Home1A",1,33783,0.763929,38.4924,4.89774
"1884_035_Vis1AO_Home1A",1,33833,0.503712,32.0493,4.47558
"1884_035_Vis1AO_Home1A",1,33883,0.2775018,25.66221,4.02339
"1884_035_Vis1AO_Home1A",1,33933,0.0852972,19.33152,3.54114
"1884_035_Vis1AO_Home1A",1,33983,-0.0729015,13.05714,3.02883
"1884_035_Vis1AO_Home1A",1,34033,-0.1970949,6.83907,2.486457
"1884_035_Vis1AO_Home1A",1,34083,-0.2872833,0.67725,1.914033
"1884_035_Vis1AO_Home1A",1,34133,-0.343464,-5.42823,1.311552
"1884_035_Vis1AO_Home1A",2,45883,1.274331,53.4486,5.57091
"1884_035_Vis1AO_Home1A",2,45933,1.057752,46.7214,5.23668
"1884_035_Vis1AO_Home1A",2,45983,0.864162,40.0716,4.85355
"1884_035_Vis1AO_Home1A",2,46033,0.693558,33.4995,4.42155
"1884_035_Vis1AO_Home1A",2,46083,0.545943,27.0051,3.94068
"1884_035_Vis1AO_Home1A",2,46133,0.421314,20.58828,3.41091
"1884_035_Vis1AO_Home1A",2,46183,0.319677,14.24907,2.832294
"1884_035_Vis1AO_Home1A",2,46233,0.2410266,7.9875,2.20479
"1884_035_Vis1AO_Home1A",2,46283,0.1853646,1.803531,1.52841
"1884_035_Vis1AO_Home1A",2,46333,0.1526904,-4.30284,0.803148
"1884_035_Vis1AO_Home1A",3,59883,1.591632,53.0436,5.76021
"1884_035_Vis1AO_Home1A",3,59933,1.315947,47.6508,5.56371
"1884_035_Vis1AO_Home1A",3,59983,1.041576,42.2784,5.28036
"1884_035_Vis1AO_Home1A",3,60033,0.768516,36.9264,4.91016
"1884_035_Vis1AO_Home1A",3,60083,0.496767,31.5945,4.45311
"1884_035_Vis1AO_Home1A",3,60133,0.2263323,26.28309,3.90921
"1884_035_Vis1AO_Home1A",3,60183,-0.0427896,20.99202,3.27843
"1884_035_Vis1AO_Home1A",3,60233,-0.310599,15.72129,2.56083
"1884_035_Vis1AO_Home1A",3,60283,-0.577095,10.47093,1.756365
"1884_035_Vis1AO_Home1A",3,60333,-0.84228,5.24085,0.865038
"1884_035_Vis1AO_Home1A",3,60383,-1.106151,0.0311541,-0.1131351
"1884_035_Vis1AO_Home1A",3,60433,-1.368711,-5.1582,-1.178163
"1884_035_Vis1AO_Home1A",4,78133,1.549824,52.7433,5.82543
"1884_035_Vis1AO_Home1A",4,78183,1.370643,47.2818,5.72892
"1884_035_Vis1AO_Home1A",4,78233,1.183275,41.847,5.55441
"1884_035_Vis1AO_Home1A",4,78283,0.987729,36.4386,5.30187
"1884_035_Vis1AO_Home1A",4,78333,0.783996,31.0566,4.97133
"1884_035_Vis1AO_Home1A",4,78383,0.572082,25.70109,4.56279
"1884_035_Vis1AO_Home1A",4,78433,0.351984,20.37213,4.07625
"1884_035_Vis1AO_Home1A",4,78483,0.1237053,15.06966,3.51171
"1884_035_Vis1AO_Home1A",4,78533,-0.1127574,9.79371,2.869131
"1884_035_Vis1AO_Home1A",4,78583,-0.357405,4.54422,2.148555
"1884_035_Vis1AO_Home1A",4,78633,-0.610233,-0.678726,1.349976
