"game_str","play_id","timestamp","ball_position_x","ball_position_y","ball_position_z"
"1884_117_Vis2AT_Home2A",1,13291,1.656816,56.7291,5.89194
"1884_117_Vis2AT_Home2A",1,13341,1.404924,50.2116,5.73879
"1884_117_Vis2AT_Home2A",1,13391,1.163043,43.7826,5.54283
"1884_117_Vis2AT_Home2A",1,13441,0.931176,37.4424,5.30409
"1884_117_Vis2AT_Home2A",1,13491,0.709317,31.1907,5.02254
"1884_117_Vis2AT_Home2A",1,13541,0.497472,25.02783,4.69821
"1884_117_Vis2AT_Home2A",1,13591,0.2956386,18.95364,4.3311
"1884_117_Vis2AT_Home2A",1,13641,0.1038165,12.96816,3.92118
"1884_117_Vis2AT_Home2A",1,13691,-0.0779943,7.07139,3.46848
"1884_117_Vis2AT_Home2A",1,13741,-0.2497932,1.263336,2.972994
"1884_117_Vis2AT_Home2A",1,13791,-0.411582,-4.45602,2.434713
"1884_117_Vis2AT_Home2A",2,24641,1.404147,53.2239,5.90562
"1884_117_Vis2AT_Home2A",2,24691,1.135581,47.2494,5.71881
"1884_117_Vis2AT_Home2A",2,24741,0.860142,41.3241,5.46006
"1884_117_Vis2AT_Home2A",2,24791,0.57783,35.4471,5.12937
"1884_117_Vis2AT_Home2A",2,24841,0.2886444,29.61909,4.72671
"1884_117_Vis2AT_Home2A",2,24891,-0.00741057,23.83974,4.25211
"1884_117_Vis2AT_Home2A",2,24941,-0.310338,18.10914,3.70557
"1884_117_Vis2AT_Home2A",2,24991,-0.620136,12.42726,3.08709
"1884_117_Vis2AT_Home2A",2,25041,-0.936807,6.7941,2.396637
"1884_117_Vis2AT_Home2A",2,25091,-1.260351,1.209636,1.634244
"1884_117_Vis2AT_Home2A",2,25141,-1.590765,-4.32606,0.799905
"1884_117_Vis2AT_Home2A",3,39091,1.240431,52.0515,5.82048
"1884_117_Vis2AT_Home2A",3,39141,0.930435,45.5844,5.49216
"1884_117_Vis2AT_Home2A",3,39191,0.628692,39.2061,5.13198
"1884_117_Vis2AT_Home2A",3,39241,0.335205,32.9166,4.73988
"1884_117_Vis2AT_Home2A",3,39291,0.0499746,26.71602,4.31586
"1884_117_Vis2AT_Home2A",3,39341,-0.2270025,20.60403,3.85992
"1884_117_Vis2AT_Home2A",3,39391,-0.495723,14.58078,3.37212
"1884_117_Vis2AT_Home2A",3,39441,-0.756186,8.6463,2.852373
"1884_117_Vis2AT_Home2A",3,39491,-1.008396,2.800575,2.30073
"1884_117_Vis2AT_Home2A",3,39541,-1.25235,-2.95641,1.717182
"1884_117_Vis2AT_Home2A",4,52691,1.405002,52.6038,5.86629
"1884_117_Vis2AT_Home2A",4,52741,1.03701,46.029,5.77449
"1884_117_Vis2AT_Home2A",4,52791,0.696894,39.5541,5.6451
"1884_117_Vis2AT_Home2A",4,52841,0.384648,33.1791,5.47815
"1884_117_Vis2AT_Home2A",4,52891,0.1002813,26.90361,5.27358
"1884_117_Vis2AT_Home2A",4,52941,-0.1562121,20.72799,5.03145
"1884_117_Vis2AT_Home2A",4,52991,-0.384831,14.65215,4.7517
"1884_117_Vis2AT_Home2A",4,53041,-0.585576,8.67609,4.43439
"1884_117_Vis2AT_Home2A",4,53091,-0.758445,2.79978,4.07949
"1884_117_Vis2AT_Home2A",4,53141,-0.903441,-2.976738,3.687
"1884_117_Vis2AT_Home2A",5,65841,1.629963,53.2335,5.96055
"1884_117_Vis2AT_Home2A",5,65891,1.408176,46.8285,5.7456
"1884_117_Vis2AT_Home2A",5,65941,1.209843,40.488,5.50044
"1884_117_Vis2AT_Home2A",5,65991,1.034964,34.2123,5.22507
"1884_117_Vis2AT_Home2A",5,66041,0.883542,28.00062,4.91949
"1884_117_Vis2AT_Home2A",5,66091,0.755571,21.8535,4.58367
"1884_117_Vis2AT_Home2A",5,66141,0.651054,15.77085,4.21767
"1884_117_Vis2AT_Home2A",5,66191,0.569991,9.75261,3.82143
"1884_117_Vis2AT_Home2A",5,66241,0.512385,3.79884,3.39498
"1884_117_Vis2AT_Home2A",5,66291,0.2026737,4.90473,7.86699
"1884_117_Vis2AT_Home2A",5,66341,-0.507027,6.67851,12.16356
"1884_117_Vis2AT_Home2A",5,66391,-1.211532,8.44392,16.38387
"1884_117_Vis2AT_Home2A",5,66441,-1.910844,10.20096,20.52798
"1884_117_Vis2AT_Home2A",5,66491,-2.604963,11.94963,24.59586
"1884_117_Vis2AT_Home2A",5,66541,-3.29388,13.68993,28.58748
"1884_117_Vis2AT_Home2A",5,66591,-3.97761,15.42186,32.5029
"1884_117_Vis2AT_Home2A",5,66641,-4.65615,17.14542,36.342
"1884_117_Vis2AT_Home2A",5,66691,-5.3295,18.86064,40.1052
"1884_117_Vis2AT_Home2A",5,66741,-5.99766,20.56746,43.7919
"1884_117_Vis2AT_Home2A",5,66791,-6.66063,22.26594,47.4024
"1884_117_Vis2AT_Home2A",5,66841,-7.31838,23.95605,50.9367
"1884_117_Vis2AT_Home2A",5,66891,-7.97097,25.63779,54.3945
"1884_117_Vis2AT_Home2A",5,66941,-8.61834,27.31116,57.7764
"1884_117_Vis2AT_Home2A",5,66991,-9.26055,28.97616,61.0821
"1884_117_Vis2AT_Home2A",5,67041,-9.89754,30.6327,64.3113
"1884_117_Vis2AT_Home2A",5,67091,-10.52934,32.2812,67.4646
"1884_117_Vis2AT_Home2A",5,67141,-11.15595,33.921,70.5414
"1884_117_Vis2AT_Home2A",5,67191,-11.77737,35.5524,73.542
"1884_117_Vis2AT_Home2A",5,67241,-12.39357,37.1757,76.4667
"1884_117_Vis2AT_Home2A",5,67291,-13.00461,38.7906,79.3149
"1884_117_Vis2AT_Home2A",5,67341,-13.61046,40.3971,82.0869
"1884_117_Vis2AT_Home2A",5,67391,-14.21109,41.9949,84.7827
"1884_117_Vis2AT_Home2A",5,67441,-14.80656,43.5846,87.402
"1884_117_Vis2AT_Home2A",5,67491,-15.39681,45.1662,89.9454
"1884_117_Vis2AT_Home2A",5,67541,-15.98187,46.7391,92.4126
"1884_117_Vis2AT_Home2A",5,67591,-16.56174,48.3036,94.8033
"1884_117_Vis2AT_Home2A",5,67641,-17.13642,49.86,97.1181
"1884_117_Vis2AT_Home2A",5,67691,-17.70591,51.4077,99.3564
"1884_117_Vis2AT_Home2A",5,67741,-18.27021,52.9473,101.5185
"1884_117_Vis2AT_Home2A",5,67791,-18.82929,54.4785,103.6044
"1884_117_Vis2AT_Home2A",5,67841,-19.38321,56.0013,105.6141
