"game_str","play_id","timestamp","player_position","field_x","field_y"
"1883_002_Vis1AB_Home1A",1,22112,1,-0.5799,55.551
"1883_002_Vis1AB_Home1A",1,22112,2,0,-4.5
"1883_002_Vis1AB_Home1A",1,22112,3,46.4301,76.6185
"1883_002_Vis1AB_Home1A",1,22112,4,23.1222,147.9099
"1883_002_Vis1AB_Home1A",1,22112,5,-61.9377,76.1523
"1883_002_Vis1AB_Home1A",1,22112,6,-48.4053,139.5732
"1883_002_Vis1AB_Home1A",1,22112,7,-125.0007,253.8183
"1883_002_Vis1AB_Home1A",1,22112,8,7.4436,301.872
"1883_002_Vis1AB_Home1A",1,22112,9,127.7214,248.619
"1883_002_Vis1AB_Home1A",1,22112,10,-2.9991,0.06
"1883_002_Vis1AB_Home1A",1,22112,14,0,-6.6
"1883_002_Vis1AB_Home1A",1,22112,18,78.819,75.2421
"1883_002_Vis1AB_Home1A",1,22162,1,-0.5463,55.4553
"1883_002_Vis1AB_Home1A",1,22162,2,0,-4.5
"1883_002_Vis1AB_Home1A",1,22162,3,46.2045,76.3662
"1883_002_Vis1AB_Home1A",1,22162,4,23.085,147.528
"1883_002_Vis1AB_Home1A",1,22162,5,-61.4517,75.7203
"1883_002_Vis1AB_Home1A",1,22162,6,-48.3669,139.4382
"1883_002_Vis1AB_Home1A",1,22162,7,-125.0643,253.8678
"1883_002_Vis1AB_Home1A",1,22162,8,7.437,301.899
"1883_002_Vis1AB_Home1A",1,22162,9,127.608,248.562
"1883_002_Vis1AB_Home1A",1,22162,10,-3.0447,0.0516
"1883_002_Vis1AB_Home1A",1,22162,14,0,-6.6
"1883_002_Vis1AB_Home1A",1,22162,18,78.8157,75.1962
"1883_002_Vis1AB_Home1A",1,22212,1,-0.5124,55.3596
"1883_002_Vis1AB_Home1A",1,22212,2,0,-4.5
"1883_002_Vis1AB_Home1A",1,22212,3,45.9792,76.1136
"1883_002_Vis1AB_Home1A",1,22212,4,23.0475,147.1461
"1883_002_Vis1AB_Home1A",1,22212,5,-60.9654,75.2889
"1883_002_Vis1AB_Home1A",1,22212,6,-48.3285,139.3035
"1883_002_Vis1AB_Home1A",1,22212,7,-125.1273,253.9173
"1883_002_Vis1AB_Home1A",1,22212,8,7.4307,301.929
"1883_002_Vis1AB_Home1A",1,22212,9,127.4952,248.5059
"1883_002_Vis1AB_Home1A",1,22212,10,-3.0903,0.0429
"1883_002_Vis1AB_Home1A",1,22212,14,0,-6.6
"1883_002_Vis1AB_Home1A",1,22212,18,78.8121,75.1503
"1883_002_Vis1AB_Home1A",1,22262,1,-0.4782,55.2642
"1883_002_Vis1AB_Home1A",1,22262,2,0,-4.5
"1883_002_Vis1AB_Home1A",1,22262,3,45.7536,75.8607
"1883_002_Vis1AB_Home1A",1,22262,4,23.01,146.7645
"1883_002_Vis1AB_Home1A",1,22262,5,-60.4791,74.8572
"1883_002_Vis1AB_Home1A",1,22262,6,-48.2901,139.1691
"1883_002_Vis1AB_Home1A",1,22262,7,-125.1897,253.9659
