"game_str","play_id","at_bat","play_per_game","timestamp","player_position","event_code"
"1884_017_Vis4AN_Home4A",1,1,1,3824,1,1
"1884_017_Vis4AN_Home4A",1,1,1,4274,0,5
"1884_017_Vis4AN_Home4A",1,1,1,4274,2,2
"1884_017_Vis4AN_Home4A",2,1,2,15574,1,1
"1884_017_Vis4AN_Home4A",2,1,2,15974,10,4
"1884_017_Vis4AN_Home4A",2,1,2,16524,0,5
"1884_017_Vis4AN_Home4A",3,1,3,41224,1,1
"1884_017_Vis4AN_Home4A",3,1,3,41674,2,2
"1884_017_Vis4AN_Home4A",3,1,3,41674,0,5
"1884_017_Vis4AN_Home4A",4,1,4,58074,1,1
"1884_017_Vis4AN_Home4A",4,1,4,58474,10,4
"1884_017_Vis4AN_Home4A",4,1,4,59024,0,5
"1884_017_Vis4AN_Home4A",5,1,5,93724,1,1
"1884_017_Vis4AN_Home4A",5,1,5,94224,0,5
"1884_017_Vis4AN_Home4A",5,1,5,94224,2,2
"1884_017_Vis4AN_Home4A",6,2,6,126174,1,1
"1884_017_Vis4AN_Home4A",6,2,6,126624,2,2
"1884_017_Vis4AN_Home4A",6,2,6,126624,0,5
"1884_017_Vis4AN_Home4A",7,2,7,142024,1,1
"1884_017_Vis4AN_Home4A",7,2,7,142424,10,4
"1884_017_Vis4AN_Home4A",7,2,7,142574,0,5
"1884_017_Vis4AN_Home4A",8,2,8,161224,1,1
"1884_017_Vis4AN_Home4A",8,2,8,161724,0,5
"1884_017_Vis4AN_Home4A",8,2,8,161724,2,2
"1884_017_Vis4AN_Home4A",9,2,9,176524,1,1
"1884_017_Vis4AN_Home4A",9,2,9,176924,10,4
"1884_017_Vis4AN_Home4A",9,2,9,176974,255,16
"1884_017_Vis4AN_Home4A",9,2,9,178124,255,16
"1884_017_Vis4AN_Home4A",9,2,9,178624,4,2
"1884_017_Vis4AN_Home4A",9,2,9,179674,4,3
"1884_017_Vis4AN_Home4A",9,2,9,180674,3,2
"1884_017_Vis4AN_Home4A",9,2,9,181024,0,5
"1884_017_Vis4AN_Home4A",10,3,10,207474,1,1
"1884_017_Vis4AN_Home4A",10,3,10,207974,0,5
"1884_017_Vis4AN_Home4A",10,3,10,207974,2,2
"1884_017_Vis4AN_Home4A",11,3,11,225474,1,1
"1884_017_Vis4AN_Home4A",11,3,11,225924,0,5
"1884_017_Vis4AN_Home4A",11,3,11,225924,2,2
"1884_017_Vis4AN_Home4A",12,3,12,244324,1,1
"1884_017_Vis4AN_Home4A",12,3,12,244774,2,2
"1884_017_Vis4AN_Home4A",12,3,12,244774,0,5
"1884_017_Vis4AN_Home4A",13,4,13,392924,1,1
"1884_017_Vis4AN_Home4A",13,4,13,393424,2,2
"1884_017_Vis4AN_Home4A",13,4,13,393424,0,5
"1884_017_Vis4AN_Home4A",14,4,14,404474,1,1
"1884_017_Vis4AN_Home4A",14,4,14,404924,10,4
"1884_017_Vis4AN_Home4A",14,4,14,405474,0,5
"1884_017_Vis4AN_Home4A",15,4,15,422524,1,1
"1884_017_Vis4AN_Home4A",15,4,15,423024,2,2
"1884_017_Vis4AN_Home4A",15,4,15,423024,0,5
"1884_017_Vis4AN_Home4A",16,4,16,434974,1,1
"1884_017_Vis4AN_Home4A",16,4,16,435424,10,4
"1884_017_Vis4AN_Home4A",16,4,16,437274,255,16
"1884_017_Vis4AN_Home4A",16,4,16,438174,255,16
"1884_017_Vis4AN_Home4A",16,4,16,438674,255,16
"1884_017_Vis4AN_Home4A",16,4,16,439224,255,16
"1884_017_Vis4AN_Home4A",16,4,16,440824,255,10
"1884_017_Vis4AN_Home4A",16,4,16,441924,7,2
"1884_017_Vis4AN_Home4A",16,4,16,444374,7,3
"1884_017_Vis4AN_Home4A",16,4,16,446074,6,2
"1884_017_Vis4AN_Home4A",16,4,16,446574,0,5
"1884_017_Vis4AN_Home4A",17,5,17,482074,1,1
