"game_str","play_id","timestamp","ball_position_x","ball_position_y","ball_position_z"
"1883_005_Vis1AC_Home1A",1,58148,0.0890799,52.8315,6.21342
"1883_005_Vis1AC_Home1A",1,58198,0.1142166,47.6577,6.1224
"1883_005_Vis1AC_Home1A",1,58248,0.1170504,42.5526,5.95485
"1883_005_Vis1AC_Home1A",1,58298,0.0975813,37.5165,5.71074
"1883_005_Vis1AC_Home1A",1,58348,0.0558093,32.5494,5.39013
"1883_005_Vis1AC_Home1A",1,58398,-0.00826596,27.6513,4.99299
"1883_005_Vis1AC_Home1A",1,58448,-0.094644,22.82211,4.51929
"1883_005_Vis1AC_Home1A",1,58498,-0.203325,18.06186,3.96909
"1883_005_Vis1AC_Home1A",1,58548,-0.334308,13.37055,3.34233
"1883_005_Vis1AC_Home1A",1,58598,-0.487596,8.74818,2.639073
"1883_005_Vis1AC_Home1A",1,58648,-0.663186,4.19472,1.859265
"1883_005_Vis1AC_Home1A",1,58698,-0.861078,-0.2897493,1.002933
"1883_005_Vis1AC_Home1A",1,58748,-1.081275,-4.70529,0.0700689
"1883_005_Vis1AC_Home1A",2,71748,0.1308456,51.7851,6.27951
"1883_005_Vis1AC_Home1A",2,71798,0.312768,45.8253,5.76546
"1883_005_Vis1AC_Home1A",2,71848,0.467928,39.9123,5.22954
"1883_005_Vis1AC_Home1A",2,71898,0.596325,34.0461,4.67172
"1883_005_Vis1AC_Home1A",2,71948,0.697956,28.22658,4.09203
"1883_005_Vis1AC_Home1A",2,71998,0.772824,22.45386,3.49047
"1883_005_Vis1AC_Home1A",2,72048,0.820929,16.72791,2.867013
"1883_005_Vis1AC_Home1A",2,72098,0.842268,11.04873,2.221683
"1883_005_Vis1AC_Home1A",2,72148,0.836844,5.41626,1.554465
"1883_005_Vis1AC_Home1A",2,72198,0.804657,-0.1694079,0.865374
"1883_005_Vis1AC_Home1A",2,72248,0.745707,-5.70831,0.1543983
"1883_005_Vis1AC_Home1A",3,85598,0.198513,56.2341,6.65826
"1883_005_Vis1AC_Home1A",3,85648,0.2226828,50.1738,6.32247
"1883_005_Vis1AC_Home1A",3,85698,0.2257596,44.1741,5.95932
"1883_005_Vis1AC_Home1A",3,85748,0.2077428,38.2347,5.56884
"1883_005_Vis1AC_Home1A",3,85798,0.168633,32.3559,5.151
"1883_005_Vis1AC_Home1A",3,85848,0.1084299,26.53758,4.70586
"1883_005_Vis1AC_Home1A",3,85898,0.02713302,20.7798,4.23336
"1883_005_Vis1AC_Home1A",3,85948,-0.0752565,15.08253,3.7335
